label,text
1,"I just got them and only used them once so far.  I went for a run and my music had a lot of skipping using the Bluetooth connection.  It could be that I just have an old phone iPhone 5.  There were times during the run when it was great, but there were a lot of stretches when the skipping was close to being annoying enough to turn off the headphones."
1,"These headphones are amazing. Better than a lot of brandname ones. They definitely hold their charge since I’ve gone over a week without charging them and they still work. Pretty water resistant too as I only use them when I’m working out and have sweated all over them. The accessories they come with are great too, so that’s a nice bonus."
1,"These are the absolute best, for very low price."
1,Used them right out of the box and they sounded fabulous!  Plaited them up easily with no problems.  Can't wait to use them to workout or run!  Great buy!!
1,"I used to have the Beats by Dr. Dre Powerbeats 2 Wireless In‑Ear Headphones because they were the best wireless earbuds as some suggested, and yes, I totally agree with them. I only bought these because I misplaced the beats so I need a substitute pair. The price of these looks way cheaper than the original price of $160. But honestly, they are really worth $40 with the low sound and texture qualities. If you don't care about the sound quality and just want something cheap for gym; or something that you don't mind losing, these are absolutely the best for you as they come with bunch of other charging supplies in the box."
1,Really cheap headphone but the sound quality maaan. So awesome!
1,"I was super hesitant to buy wireless headphones at such a low price but these are perfect! The charge last me my whole 8 hour work day. it allows you to adjust the volume, pause, and skip songs from the earbud so you don't have to be near your device to adjust what you are listening to. I am very satisfied with this purchase!"
1,"sometimes it just does not connect, recieve a lot of interference"
1,My husband ordered a pair for the gym. My son was so impressed with them he ordered a pair for himself. So far that both are completely satisfied.
1,"The phones arrived quickly and well packaged in a smart box that also provided a clear guide to the contents.<br />The actual package was very comprehensive with not only short and a long charging leads, but a dual car lighter adaptor and a smart carrying case to protect the phones.<br />The phones themselves are compact and light, fitting comfortably and snugly (with small, medium and large ear buds) all waterproof, making them ideal for exercise use. The sound from such light and compact phones is excellent, with good ambient noise suppression. I have listened to audio books and music, both of which are reproduced very clearly and at more than adequate volume from my phone.<br />Overall I very pleased with the purchase and with the very reasonable price."
1,"decent cheap bluetooth wireless speakers, sound is good, when rollarblading, wind noise is very high, not noise cancelling (but not billed as such)."
1,ok..sound
0,APARECE ENTREGADO EL PRODUCTO PERO NO LO HE RECIBIDO.
1,I just received these the other day so I haven't had much time to use them. Though I did try them out and the sound quality seems to be really good. And the pairing process was really easy compared to the last set of bluetooth earbuds. I really like the adjustable ear pieces.
1,Really enjoying my headphones. Music and phone are loud and clear. Real easy set up too.<br />I recommend these for the money
1,these are very decent headphones. ordered some 17$ TAIR bluetooth headphones that SUCKED. sound was bad and didnt stay in ears.<br /><br />The sound in these is decent. not great. stay in ears nicely and will be good for lifting.<br /><br />only downside is they stick WAY out of your ear. a bit clunky.<br /><br />glad i bought these. would be curoius how these compare the the similar BEATS model
1,I have went on a number of runs with these headphones without a problem. Great quality for the price!
1,"Good price , good costumer service, good warranty,"
1,"The sound quality is great, but the ear wrap is HUGE. It's taller than my actual ear."
0,dasent water droop
1,"I love my new wireless headphones, The sound is crystal clear. They were so easy to pair to my iPhone 7 Plus and the ear grips fit perfect. Additionally I thought it was really great to get multiple types of chargers."
1,These are really great head phones. They pair and function well. Good sound. Buttons are easy to access and push. The microphone works really well for phone calls. I'm going to buy another pair for my wife.
1,"So far so good. I just got these but they are exactly what I was looking for. The cord isn't too long, it doesnt bug my neck. The sound seems good. I only use them for walking at this point, but they seem comfy. Good deal at a good price."
1,Nice product
1,These Headphones are absolutely AWESOME!!! The sound is full and you hear nothing but your music. I use them when I workout and they are one of the best purchases I have made from Amazon. Thank you for a great product!!
1,"My Senso Bluetooth Headphones are great, the sound is solid and it connects to my phone really well.  Really like the voice power on and off from the headphones."
1,"Very happy with these. I wear these on the bus and for travel. The do a great job of clearing out the other noises so i can work or listen to music.They started to have some connection issues, and i got another pair to try . They were not as good, as these sound great, with good bass clarity.I ended up contacting them as i was within my year warranty period and after a very brief exchange i got a new pair in the mail. Super happy with the quick response and support. Happy to have these back again."
1,"I didn't care for these headphones. They are way too bulky. The sound quality was really good but not much bass in my opinion. I wear glasses everyday so the ear hook thing didn't work well for me. It was hard to get the bud in my ear and if I only wanted to wear one bud while at work, the other bud was too large to slip under the neck of my shirt. I'm returning mine for a different brand that's cheaper and smaller."
0,These worked great.... for a month.  Then they just stopped turning on.  I know they weren't that expensive but I wish I could've used them for longer than a month or could get my money back.
1,"great sound, a little getting used to the fit but all in all a great buy!"
1,I can't understand why this cuts in and out when listening to music and the phone is in my pocket two feet away. It's not just this brand. This is the second headphones I have tried with the same results
1,Got these for my boyfriend for his birthday and he loves them! They really are noise cancelling too lol..... he can't hear me when I'm trying to get his attention 😂
1,"I have only had this hooked up  for 2 days, but  so far I'm quite satisfied with them. They are very clear and easy to operate.  Ron T"
1,"I got these so that I could leave them at work for days when I forget to bring my headphones to work. They are not super comfortable, the over the ear part causes pain in my ears at some point during a pretty regular 1hr workout. There are great for when I forget to bring my other, newer, senso ear buds."
1,"I have had these headphones for a week now and they have exceeded my expectations.  I have a Lenovo business laptop running Windows 7, a 5 year old HP laptop running Windows 10, and a 4 year old Android phone running Android 4.4.2.  These headphones had no problem connecting to any of these old devices, and they sound better than any ear-bud headphones I've ever owned, including wired headphones.  I was also surprised they do block some external noise.  I don't remember reading anything saying they would, but they do.  I wear them for about five hours a day while working on my computer and they are very comfortable.  The battery lasts a little over a day, so between 6 and 8 hours of continuous use.  Not too bad for such a small package.  I recommend these to anyone looking for a good sounding pair of ear buds."
1,"This is my second pair I have purchased of the same earbuds. I want to clarify something, I am not a crazy, gotta be a perfect pitch kind of guy, please understand that. My first purchase of these buds was in April of 2017 and I paid about 35 bucks. They lasted almost 2 1/2 years of constant use as well as abuse and whether I was at the gym with volume maxed out ( and they handled that) or relaxing watching a movie these buds did the job for me. My recently purchased 2nd pair work as well as the first set and only cost 20 bucks. If you are looking for a very inexpensive set of buds that deliver great sound, then these should work for you. Looking for say Bose quality, then no, but I am pretty hard on my buds and these hung in there with me for over 2 years originally. I went back to them and am not disappointed. I still haven't received my free gift as promised, so I wouldn't count on getting it if I were you"
1,The tips really stay on which I like because for some reason I tend to lose these on all the other earbuds.  The wrap around the ear piece is flexible so you can bend into what position you feel is comfortable.  I've never had an issue with the other earbuds wrap around ear pieces even though they were hard but this is a nice feature.  And not something about the earbuds I appreciate the bonus card holder that sticks to your cellphone (handy for those of us that don't always want to carry a wallet as well as a phone).
1,"Great sound, stays in the earhole. My biggest issue is the ear hooks...they feel flimsy. Make no mistake they stay put, but the feel is off putting."
1,"Good head phones with good sound quality. Comes with plenty of charging cords, a very nice car charger, and a CASE, which most do not. Great buy for a great price."
1,The sound quality was much better than I expected since the price was so good.
1,"I workout in front of a fan, and the wind noise in the headphones is bad. I can tell that it's is from physical wind, as opposed to electrical or radio noise because the noise stops when I cup my hands over my ears.  Otherwise great sound and fit."
1,Good wireless earbuds for the money. Sound is great but no noise canceling as stated. I use them at the gym and they stay in place and are comfortable. I would buy again.
1,Very impressed so far!
1,Headphones work great I will get a lot of use out of them.
0,over hyped. I didnt like the sound. Cracking/static noise if I listen to music at high volume.
0,"Disappointed. Uncomfortable, tinny sound."
0,"Horrible with background noise, my most of the calls are outdoors and the headset doesn't seems to cater for that. Useless for me."
1,"Great sound for the price, no problems while doing constant moving like running and hitting the heavy bag. No complaints."
1,"I had these for almost 6 months now and I don't workout without them.<br />For the price I thought, what the heck, I'll give it a try.  I've gotten my money's worth.  I'll buy them again<br />They out performed my overpriced $110 monster.<br />I've logged over 60 miles using these.  I sweat profusely and not have a problem with them falling out.  The over the ear clip holds well.  The lack of wire in it make wearing sunglasses comfortable.  I've taken a few short calls during my runs and it was clear on both ends.<br />You get more than what you pay for."
1,"I totally love these.  I opened the box, asked my iPod to connect, within seconds, I was jamming to amazing bass.  Next, I asked my iPhone to connect, tried Pandora, amazing.  Immediate bluetooth connection.  They fit in my ear (buds) and around my ear perfectly, couldn't be happier.  Perfect for workouts or anywhere.  I haven't tried phone calls yet, but have had one week and these are over the top.  The price is in line for quality received.  Come with a portable carrying case, car charger, extra ear bud pads and more.  Love, love, love.  Oh, and I got an email from the company president, Kenneth Bastrom to follow up on satisfaction."
0,"When these first arrived I was initially quite happy with my purchase. The only problem initially was the audible low battery indicator gave me only a few minutes before shutting off the unit. Although the percentage of battery remaining was indicated on my phone via the Bluetooth function, it was always a mile off. I had to guess when it needed charging unless it was completely dead.<br /><br />The stems that go over the ear (to hold it in place) are very flimsy. If bumped or squished they'll bend very easily. I cringed each time I re-bent them because I was always concerned the rigid wire inside would eventually break.<br /><br />These flaws I could live with, but it wasn't long before the sound in one ear shut off. No doubt it's something in the connecting wire as it enters the earpiece. So pretty useless now unless I just want to listen in one ear. It didn't get heavy use. I suspect I got about 50  hours of use out of it.<br /><br />Sound quality is okay. I usually listen to news or books, so quality isn't as important."
0,"Pretty weak microphone. Even when I speak louder my usual voice on the phone, people still complain about not being able to hear me. Once I was asked if I had a wall between me and the phone.<br />Other than that,  battery life is wonderful,  synchronization time is flawless.<br />Comfort,  once you get used to them, they're ok.<br />ONLY if they improve their microphones issue.<br />I am using them only in the gym but when I get a call, I  have to turn them off so people can hear me. It's a bit hassle.<br />I would try something different next time."
1,"I've only used the headphones ones so far but they seem to fit well, have great sound and easy to use and setup with blue tooth.  I'm very happy with this purchase and the price is a great value."
1,"I was so impressed with tha quality and sound, I immediately purchased another set.  Absolutely amazing. Great product"
1,Great sound quality and comfortable. Easy to pair and charge/recharge. Excellent product.
1,"These were a Christmas gift for my son who originally asked for Beats wireless headphones. As everyone knows they are very expensive so I started doing some research. I came across this product and read many of the reviews. Since I don't use wireless earbuds I had no personal experience with any one company. Many of the reviewers had that experience and named several Brands I had heard of that were way more expensive and not as good as these. I decided to give it a go and purchased these. My son loves them. He uses them every day. He's taken them on long sports bus trips, gym workouts etc and they perform well. He just said it again last night--&#34;I really like these wireless headphones. And they charge really fast too&#34;. My husband has a pair that are way more expensive than these and I think he's on his fourth pair (getting exchanges thank goodness) because they don't hold up. This is a great product. And a really really great product for the price! Will definitely purchase again!"
0,I don't know if it's operator error but the sound frequently breaks up and crackles. I'm not satisfied with the product and have gone back to wearing my Mac earbuds. I wouldn't recommend this product.
1,"Love these headphones but last weekend they stopped working. I emailed Senso and asked how to access the warranty to get a repair or replacement. They sent me info on how to reset the headphones in case it was a calibration issue and I followed instructions without success. I expected more of a hassle but they asked me for the order info and got information to send me a new pair. It isn't the exact pair, they were replaced with sports headphones, but they feel and sound the same. I love that it was a no hassle replacement. Top notch service really, in a world where that isn't seen often."
1,These earphones are a great value and deliver Good sound for the money.  I am also impressed by the inclusion of a long USB charging cable with a dual mini USB and apple connector port and a car charger.
0,"I really liked these headphones. The sound quality was great for the price and they stayed in my ears for all my runs. However, after only having them a couple of months they will not charge with any cable from any source. I have tried the cable they came with along with several others. I have tried charging it both from the computer and from the wall and neither will work.<br /><br />It's disappointing because I thoroughly enjoyed these headphones, but they stopped working so quickly without any heavy wear and tear."
1,They are a decent pair of Bluetooth earbuds but really nothing spectacular. The sound quality is good when you are close to the phone but if you walk away any it fades easily and the range is minimal at best. But they are serving their purpose....
1,These earphones are worth every penny. I use them regularly for each workout and they fit perfectly without any issues.
1,"Love these, they really stay put"
1,Good
1,the treble isn't as crystal clear as what I get from the beats solo but it makes up for that in the volume and depth of the bass output. i love it because it drowns out the surrounding noise and makes me focus on my workout. i'm giving it a 5 star because the sound difference dissipated within minutes of listening to full track and getting used to it.
0,"Buyer beware, these are NOT sweat proof and should not be used heavy exercise or running.  This is my third pair and was initially attracted to the best seller rating and large amounts of reviews. They worked fine and fit better than most headphones I had tried for running during the winter months, but as soon as it started to warm up and I started sweating a bit more, I lost audio in one ear.<br /><br />Giving them the benefit of the doubt, I ordered another pair and one for my dad as well.  After not even a week of the new ones, the same issue happened. I returned that pair and received a new one. Well, around two weeks later I was out of a run, felt a drop of sweat running from my ear and the second it hit the earbud, I lost all audio. Now they are completely dead and I can no longer return them.<br /><br />I suppose for everyday use these may be fine, but I heavily advise against using them for the gym / running. To advertise as the &#34;Best Wireless Sports Earphones... IPX7 Waterproof... Sweatproof Earbuds&#34; is disingenuous and wrong."
1,"Great product! many useful extras included with device. great sound, easy to use. carry case appreciated"
0,A lot of distortion and whistling. Anyway I had protection so I got a new 1con z mail. I really do hope this 1 works fine.
0,"Great clear sound. Almost perfect.  The weakness is lack of bass sound and the battery didn't last long at as advertised.<br />Worse than that....After month of barely using, this Senso Headphones couldn't connect to any bluetooth device any more......."
1,"I'm rating this 4 stars only because I haven't had them for very long. I love the headphones so far, easy to use, the fit is comfortable and secure. I like the addition of the ear piece for extra security. The sound is clear and very good."
1,Fantastic ...what else can I say ...my daughter keeps borrowing them ..battery life excellent ..sound excellent ...comes with all kinds of accessories...guy at work bought same ...he loves them
1,Work great!
1,"My bluetooth earbuds arrived in one day and have worked perfectly.  The instructions are easy to follow and are very versatile.  I highly recommend them for clear, cable-free listening up to 30 feet away."
1,So far so good...and the sound is much better than I expected.
0,"Received headphones for a week. I charged them last night and went to use them. Found out that they had overheated.  The right ear piece has melted. I am no longer able to turn the headphones on. Very disappointed, sending them back."
1,Good sound and bass. Stays in  ears during workout.
1,"I love this headphones. It's not my first bluetooth headphones and hope it's the last, perfect for workout or a run because it goes around the ears. The sound is also decent."
1,"I bought these headphones on a sale and I really do not regret. The material looks to be really durable, they are quite comfortable and they attach perfectly so I can even run and they do not fall. I am impressed with the passive noise canceling, I can use them at the gym with the environment music and noise and I can hear my favorite songs in peace. The sound quality is not the high-end type but it is okay, its bass is very good but it lacks of highs. If you are planning to use them for sports then I highly recommend them."
1,Excellent cost performance.  The sound on the other end of calls seems to be muffled a little but it does the job.
1,Good product. Good service. As described and on-time. What's not to like?
1,Fantastic.  Think about another set very soon
1,The bendable frame around the ears.
1,"Good sound, fit takes a little work to find the right sized ear bud but you have the choice of several."
1,Pretty decent battery life.  lasts throughout most of the day before the battery needs recharging.  Perfect for casual listening or gym.
1,"Really liking these so far.  Took a bit to get used to but now that I am, they are what I wanted"
1,Great sound. Tremendous power.  Paired with an iphone8 and using Pandora to stream music and one bar of volume on the iPhone is loud enough.  Earbuds are comfortable and stay put.
1,"Got these on a special deal for way less than what they are worth, and they are completely worth it. Not sure if they are worth full price though. Fit well, sound great, and are even a bit water resistant."
1,I’ve had these headphones for probably 3 years now and they’re still going strong! I wear them often at the gym and I’m surprised at how well they’ve worked for so long. I’ve convinced multiple family members and friends to try them bc I’ve had such a good experience
1,"My son loves them. He initially balked at an unknown brand but said after reading that over 20,000 people gave them great reviews he would try them. He has been converted."
0,They were great until they completely stopped working after 3 weeks. No I didn’t get them wet. Will not order again. Waste of money.
1,For the price these headphones are great. The sound quality is good & the features are the same as any other  high end wireless headphones. Battery life is long. Comes in a cute zip pouch. The only CONS: don’t like the flexible ear part.
1,These headphones are Very Comfortable to wear and have a Great sound! Light weight and feel very secure when working out!
1,"Absolutely the BEST headphones I have ever owned at this price (and with a year warranty)  Great company!!  I received a letter from the President.  I am an EVP of a mid-size company out of Michigan, and I generally don't have the opportunity to touch every client.  Thank You Invotek!!  WOW!!<br /><br />If we look at why the headphones are better:  they are LOUD (if you want them to be), they are super comfortable in and around the ear, they hold a charge for 4 to 5 hour and a half long gym sessions, fastest syncing headphones on the market, best full spectrum of sound you will find under $200 dollars..  Need I say more???  You will not go wrong with these bad boys, and if you do? the Invotek service is really solid..  Just buy em already..  Fence sitters,, pull the trigger, you won't regret it.."
0,DON’T ORDER! I bought these to use while exercising.  I had decent “luck” with them in the past.  They either failed within a few weeks or lasted 18 months or so.  If they failed in the warranty period I was able to get them replaced.  Sound was decent and if I got 18 months from the product it was worth the price.  However when these failed I called for support was told I would receive an email with instructions.  It never came.  I called again.  Same result although I was promised the device would be replaced.  Family member who had also tried these had similar results.
1,love
1,"Great pair of nose cancelling bluetooth headphones.  Great feel,  sound and most of all a great price. Pairs easily and automatically to my bluetooth devices after the initial pairing. Highly recommend.  I use them when I do yard work and I am very pleased with them."
1,They are comfortable and sound great. Can't beat the price. These were for my wife but I might have to get myself a pair now too.
0,"These headphones are not quality connecting at all. It is taking me 5 or 6 tries before they will connect to my phone, even after they've been paired. The overall quality of the headphones feels like cheap plastic that will soon fall apart; which is confusing because the actual quality of sound and noise cancelling is decent especially for the price. It doesn't help if I can't enjoy the music though.<br />Seriously considering returning them after only a day.<br /><br />I gave these my best shot, kept them beyond the time to be able to return them (honestly die to covid) but I am decreasing my raing to only star. When they connect and actually hold, decent sound quality. That's all I will give these. Not recommended at all."
1,"Was not expecting the quality of sound for the price I paid.  Because of the hype about Beats and other high priced Bluetooth earbuds, I expected what you pay for at a much lower price you get.  Boy was I ever wrong.  This product far exceeds my expectations if fact as I type this I'm listening to beautiful crisp Christmas music with I think has great base sounds.  They fit comfortable to my ear and I enjoy the lightweight of the earbuds.  Comes with three interchangeable ear buds.  I would highly recommend this product if your on the fence for buying someone a great gift for Christmas gift at a affordable price."
1,"Great Ear set! Very fast charging, great sound, light and easy to use.<br />But just after a few months in the gym they stopped working and I dont know the reason. I guess maybe they are water proof, but not the sweat proof, after all..."
1,"sounds good, stays on ear while running, battery life is more than expected.  Good buy!"
1,Good earphones quality sound
1,"They're too bulky for my taste. They also cut out even when I'm close to my device. I use earbuds daily so I am rather picky. My last pair had a much better range, but they eventually died.  These just dont fit my needs."
1,"I bought these because my other pair was started to only work if it was plugged in and so far i haven't have any serious issues with it. 2 things that i found out early on about these were, 1 The plastic parts supposed to keep it connected to your ear are either flimsy or to loose which defeats the purpose. The other is that though I couldn't hear outside noises while listening my other set also had great noise reduction outside the headphones so no one could hear, these on the other hand are a one way noise reduction streak, people can hear it outside of yourself.<br /><br />The pluses are that the sound quality i believe is not only louder but better than my other ones. I haven't had them long enough to know if they'll keep up but hopefully they will.<br /><br />Would i recommend this? Like i said it's a time based decision but for now i'd say if you need some and don't run marathons for them to possibly fall out then it's a good buy. Their Customer Service is almost instantaneous and there's a 1 year warranty so there's that. That's all I got for now, maybe i'll update this later, for now 4/5 rating."
1,"I bought the first pair of these earbuds for my son, who is selective in what he uses, and he LOVES them! So I ordered a second pair for my daughter! She too is very happy with them. The earpiece is soft and flexible and keeps the ear buds in place nicely. My son says that they do a great job cancelling out other noise. For the price, they are amazing and rival more expensive brands. I highly recommend the SENSO Bluetooth headphones! I also recommend this seller, who was fast with delivery and everything was packaged well!"
1,These are surprisingly much better than expected. Good sound and &#34;noise cancellation&#34;.<br />The Bluetooth connection gets a bit clunky at times at the gym.
1,These are by far the best headphones I have ever owned. They fit perfectly in my ears and drown out all noise. I even wore them cutting grass and could not hear the noise from the lawn mower.
1,"These are really great bluetooth headphones!! Long battery life, good sound. I am really enjoying them!!"
1,"Easy to function, sound is terrific. Very happy with this purchase. Good price. Comes with nice case, charger cord and car charger."
1,Work great
0,This product stopped working 6 weeks after I purchased it.
1,Sound HD sound good<br />Need  a clip for  for shirt.
1,"I have no complaints! When I initially purchased my headphones they worked great. I was able to use them at the gym without them sliding off my ears from sweating, which was primarily the reason I brought them.<br />My 5 stars isn't just for the product, but my experience with customer service. I had an issue where one ear stopped working after over six months of constant use and I contacted customer service to help resolve this issue. After trying to help me troubleshoot, they sent a replacement pair with no questions asked; They were prompt and courteous."
1,Fantasic ear buds. I use them eveytime I go running or exercise. Perfect cash for quality of your active
1,"Great product no complaints so far, only have had them for 3 days but was impressed with quality and amount of things to come with it. Charger ext"
0,I was happy with them when I first purchased them. But held off on writing a review until I had used them for a while. I was using them at work today and decided to plug them in to charge. When I was leaving work I tried turning them on and nothing. The indicator light said they were fully charged. So sad that they went kaput so fast.
1,Great product.. great price
1,I really enjoyed these. Ive had them for a few mo this and I use them at the gym. Battery lasts a long time. Sound quality is great and they stay in your ear.
1,Everything ok!
0,I bought it in Sep 2018. Now it died in Dec 2019. Almost 1 year and 3 months. Bad quality.
1,Sounds great and very comfortable
0,Worked for six months and now has a fuzzy sound when hitting bass notes.
1,Love them easy on my bike rides
0,"I  purchased this April 2017. It is what I call &#34;standard&#34;. It functioned for listening to music while working out and doing yard work; nothing too strenuous.  Unfortunately, they lasted about 6 months. They stopped working and would not take a charge. For the price, I expected a longer time of use. This is not an item I would purchase again; and have not."
1,"For the price, these headphones are really good. They obviously go around your ears so they don’t fall out unless you start violently shaking your head so they’re good for gym use. My one issue with them is that they keep saying “battery low” and turning down your volume when they start to get low. I understand if they do it once or twice but they interrupt each song like 4-5 times and that’s pretty annoying. Get rid of that feature or just always keep your battery high and you’ll be all set."
1,"These are a great buy. Reasonably priced and work great! I've struggled to find a pair that I'm not constantly readjusting or putting back in during my workouts, these stay in place even during the toughest runs and heaviest lift days. Plus the sound is fantastic!"
0,The battery life is terrible. It has to be charged every 2 hours. If I ever buy any wireless again it won’t be Senso brand wireless.
0,"These are terrible, the reception is awful. I run with my phone in a holster clipped to my waist no more than 2 feet from the headphones and the reception is still awful. My advice is to buy a better quality pair of headphones."
1,Received as promised with extras like dual port car adaptor included. Fits well and sounds great
1,"Exceeded my expectations!!  Love it!  Easy to use, excellent sound quality, GREAT Value.  I have had other EarPods and these work the best."
1,Best sounding earbuds I have ever owned. Have had several wired and bluetooth sets. Sound ranges are clear and accurate. The buds fit my ears (small) with no noticeable discomfort. I do not have to stuff them way into my ears to get clear sound as with other sets. Great value for the price. The only problem I have thus far is I can see the indicator light reflection in my glasses at night. Still giving a 5 star. Thanks for a great product!
1,"Incredibly impressed with these headphones.  So I've bought a few bluetooth headphones before but there was always something I did not like.  Either the sound quality was garbage or they did not last long, or actually fit my ears.  SENSO changed that and blew it out of the water completely.  Opening the box and seeing everything included, you can tell that the company takes pride in their brand.  There are plenty of instructions and the headphones are easy.  For the price, these are the best headphones I've ever used. I train hard in the gym and do quite a bit of cardio and I don't sweat, I rain.  These are truly sweat proof and stay in my ears and are super comfortable.  The sound quality is crystal clear compared to other bluetooth headphones I've had.  These are a seriously high quality product for the price and I would order these all over again.  Well done."
0,Headphones worked great until the charging port broke and stopped working.
1,"These headphones are good quality however the design is poor. First of all they are fairly bulky. Primarily, the fit is uncomfortable as it starts to hurt my ear after awhile. I have owned a few other brands of headphones so I know how to fit them correctly. The plastic sits too close to the ear so it applies pressure and hurts after awhile. I tried to bring this to Senso's attention so they could have an opportunity to possibly improve their design but they instead blamed it on me stating that I do not know how to properly fit the headphones. I will keep them because they work, but I am not too impressed with the fit. I will say they have good battery life and sound quality. I have not had trouble with them breaking yet however I may have to wait another few months and see!"
1,I love the way they fit.
0,"Complete junk - worked for a few weeks, but battery doesn't last long at all and now won't work at all.  Price was really good, but now throwing  in garbage and looking at alternatives"
1,"been using this everyday. The battery life is fantastic range is great and they are comfortable. They won't fall out when your running or doing training. The sound is also very good, I have had Boss and such and there is not a significant difference"
1,"I got these earbuds for my boyfriend to use at the gym because the music they play there isn't his favorite and like most people good music motivates him to work out harder and longer.  He loves these and is so happy he isn't dealing with the cord being ripped out of his phone and having to plug it back in.  The battery lasts a long time and once it runs out it charges up pretty quick, too.  Two satisfied customers here."
1,"my wife and she finally found a set that works well for her. THANK GOD, cause I am fed up of buying and returning headphones. She uses them at the gym and work great, so does the mic."
1,"These earbuds we're way more than I expected for the price. Excellent sound quality,easy pairing superb when in phone calls. I was so impressed with the set I bought for a friend I immediately ordered a set for myself."
1,"Great product . For the price the sound quality is excellent . Connectivity can be a bit clunky  and can disconnect at time depending on your device but nothing out of the ordinary when it comes to Bluetooth . Functionality is great and easy , alongside with a decent battery life of 8 hours (for me that’s about 3 full workouts ) the issue was that it did not last long as it stopped turning on and charging . However the product gets 5 stars still because when it works it’s awesome but thanks to their super responsive customer service they’ll be sending me a replacement (within my 1 year warranty ) I will say this is due part of a faulty unit as most of the reviews here match my experience with it when it was working . Going through customer service was no hassle at all - all tthough very quick responding email . If you need a gear pair of workout headphones that won’t break your bank, grab these !"
1,Love these headphones! Sound quality is great!
1,"I bought these for both my husband, truck driver, and myself, I own a cleaning business and for both of us hands free is a necessity.  Doesn't stay around neck very well when not in use and hard to place back into ears to answer the phone. The sound quality is pretty good and people on the other end seem to hear us okay.  Not bad but no what we were expecting."
1,Great buds. You cannot go wrong. Clear and criso sound. Thank you Invotek!!!!
1,"The buds are a little hard to change out but that's probably a good thing. It means that they're not likely to fall off. Other than that, I love these."
1,"The quality of the sound was like listening to a concert in my ears!  The instructions were easy to read and understand.  They fit into my ears like a glove.  Great controls and all so compact.  I could not have been happier if they were a set of Bose.  Keep up the quality, performance and the way you care about your customer.  Also, there is nothing negative I can say about these headphones."
1,"They were large and clunky - stuck out of my ears really far and the loop went way past my ears and hit the arm of my glasses weird (didn't think about that when I ordered them, kind of my fault). However my husband didn't mind it and kept them and uses them. So, maybe just not for women and fit a guy's ears better?"
1,"I've had these a couple weeks and they are great so far!  The price point was perfect and I don't think I'm suffering from a loss of sound because they were so much cheaper than the big name wireless headphones.  I was impressed with the packaging and all the charging cords, adapters and different size ear pads were a plus.  I definitely recommend these wireless headphones."
1,I love this headphones. Unfortunately they stopped working within a month. I talked to someone in customer service and they are sending me a replacement. They replied pretty quick.
1,I like the bendable ear piece.  Is there any way to know what percentage of the battery is left?
1,I run alot and travel into city on bus<br />Great headphones!!had them over a year now and batt still lasts a few days with couple hours use every day<br />Great for the price
1,Awesome product!
1,These are great head phones. Easy to use and it is also noise canceling!! You won't be disappointed with a purchase of these!!
1,Work and sound great.
0,The connection sucks
1,Work fantastic. Love the product
1,Cool unit and i am using it daily now.
1,"These are my first pair of wireless earbuds, so I didn't really know what to expect.  I mostly want them for running.  The sound is good, (not Bose level, which I didn't expect).  Pairing with my phone was very easy.  Operating is very easy.  Comfort is good, but not great when running.  Smaller, wired ear buds will stay in the ear better and more comfortable.  For the money, ($38 or so) I think it's a great deal."
1,"I bought these for my boyfriend to workout with and he is beyond happy, and satisfied with this product!"
1,These are the second pair of iPhone 7 compatible headphones I ordered from Amazon. I went with plug ins (CCTRO MFI certified lighting) first and they were awful!! Didn't work straight out the box! So they'll be getting a terrible review.. but these Senso's are really good.. the price was right and the battery life seems to go the distance.. haven't needed to use them for more then two hours at a time before I was able to charge (but according to the little bar I hadn't even used 20%) so for $35 or whatever they cost I'm happy.. the ear hooks should be removable.. if I had one complaint.. There a little big and if you're wearing sunglasses and a hat they kind of feel odd.  But you can adjust them yourself to make them comfy so... 4.5 stars.. but I've only had them a week so talk to me in a year lol.
1,Pros<br />1. Good soud quality and noise cancellation<br />2. Made of good materials<br />Cons<br />1. The fit is poor and constantly need to adjust during jogging
0,"Garbage. Volume buttons are trash. 2nd time using it and the volume wouldn't turn up using the button on headset. Bluetooth connection was fine. Heard the music, too loud because I maxed out my volume on my phone. The down volume button on headset worked fine. Turned volume all the way down. Wouldn't turn back up. Sending back for refund."
1,"I ordered these because of how many people have bought them and the reviews are pretty high, by most. I have another pair by zeus, that work awesome, range say 30' for them, but I have gone 41', they were $24.00. I buy these for $36.00 thinking these would be better, but I get at most about 15'. The do sound ok, my other ones have more base. Dont4just buy because so many people have bought them"
0,Too much bass.  Washes out all other sounds.  Sound is not balanced at all.  would rather have a flat EQ sound then adjust as needed instead of starting with heavy amounts of bass.
1,excellent product and an even better customer service
1,"Great sound quality and they definitely do not fall off my ears. Best of all, they were washed in my washer (oh, no!). I put them in rice for a couple of days to suck the moist out and voila!, like new again. Amazing!"
1,I love these headphones.  Pairing was simple. The controls are easy to use. They stay in my ears and the sound is great.  I bought some other Bluetooth headphone and could not keep them in my ears.  These are comfortable and don't hurt my ears.  I would definitely purchase again. I would recommend.
1,Can’t beat the price for the quality.
1,They came on time and happy with their performance.Also impressed with the company reaching out by email to make sure all was good.Definitely would recommend to all.
0,"I bought these headphones in march. Since then I've used them numerous times. One day while running, the sound started turning on and off and wouldn't stay on even though I had my phone in my pocket only a few feet away. I bought these because I heard everyone in these reviews raving about them. Now, I wish I wouldn't have spent the money."
1,Entertainment
