text,asin
I bought this boothtooth headphones to use while driving for work.  I found that I have to have the volume on 10/10 and it is still hard to hear when talking to someone.  Sucks to have to ask a customer what they said 3 times.,B01G8JO5F2
I wanted loud and I got it.  Way better than my expensive beats.  Thank you for the loudness!!,B01G8JO5F2
"I want to like these headphones, they work well when they work but they don't last. 🙁 My first pair stopped charging after 6 months, my second pair has started frequently disconnecting from my phone.",B01G8JO5F2
Uncomfortable and do not adjust well to ears. No noise cancelling ability.,B01G8JO5F2
"Best I've ever owned! For the price, it can't be beat!...<br /><br />When I opened the packaging I felt like an appreciated customer. Very professional job.<br />Thanks, Bill",B01G8JO5F2
"Secure fit, good sound and battery life.",B01G8JO5F2
"It break too fast, but great sound for the price better then some premium headphone",B01G8JO5F2
Freedom from wired ear buds at last!!,B01G8JO5F2
My family and I have been using senso bluetooth headphones for several years now. These are incredible. The battery lasts at least 8 hours. I use mine as earplugs (because they cancel sounds better than standard ear plugs). I had one issue with mine and the company replaced them for free. We have been very happy with the customer service! Great buy!,B01G8JO5F2
Great product for the price.,B01G8JO5F2
Left side had buzzing sound so the set was returned.  Replacement set had the same issue. Super disappointed!!! I've had at least 5 pair over the years and never had an issue before now.,B01G8JO5F2
I am really happy with them. Very easy to use. Thanks,B01G8JO5F2
Liked the Packing and unexpected stuff inside,B01G8JO5F2
It was amazing,B01G8JO5F2
The blue flash every 5 seconds while paired is very irritating,B01G8JO5F2
Vi una reseña y la verdad está muy bien por el precio,B01G8JO5F2
It was a solid product while it lasted. One speaker died (goes in and out) at about a year though.,B01G8JO5F2
"Muy buenos auriculares, buena calidad de sonido, buen tiempo de carga.",B01G8JO5F2
"It is not comfortable to wear..it keeps falling off. I have tried several sizes, it all keeps falling off.",B01G8JO5F2
"I ordered a pair of these several months ago and enjoyed them while they I had them. I used them about an hour a day, 4-5 days a week at the gym. After about 3 months the right side stopped working entirely. I was bummed but figured I would just buy another set because they are so affordable. I got my new pair and used them about 6 or 7 times and the same exact thing happened. This time on the left side. Im guessing from sweat or something because I use the for exercise only but I took very good care of them. Needless to say , moving forward Im going to be buying something thats more durable.",B01G8JO5F2
I really like them,B01G8JO5F2
"I had purchased these headphones for running and gym workouts and for the price you really cannot beat the quality. I lost my first pair, but was so impressed I decided to repurchase the headphones.<br />The second pair were working great for a few months without issue. However, I left without charge for about 2-3 weeks and at which point when trying to use the headphones would not recharge. I plugged the headphones for days hoping they would charge, but no luck. I have used different chargers without success.<br />When replacing these headphones I would go with a different supplier.",B01G8JO5F2
I have purchased several pair of bluetooth headphones over the years and these are the only ones which have survived daily use and lots of sweat contact.,B01G8JO5F2
"I wore the SENSO Bluetooth Headphones for about 2 hours as I walked and ran some errands. When I went to turn them on again later that day after charging, I unhappily discovered that they had broken. Completely unresponsive to the charger or turning them on. I've had several pairs of wireless Bluetooth earbuds/headphones, and I never had an experience like this. Save your money.",B01G8JO5F2
Ok,B01G8JO5F2
"These were a great investment. They worked perfectly for my workouts for 2.5 years, and I sweat a lot. No issues there. After 2.5 years, they’d no longer charge adequately, so I’m upgrading to the newer model. I can’t complain for the low price compared to quality and length of life.",B01G8JO5F2
Price is right with surprisingly great sound.  Planning to recommend to my friends.,B01G8JO5F2
"Definitely worth it for the sound quality and the battery life,why spend more on known brands,when you can get same quality for a cheaper price.",B01G8JO5F2
"Great sound quality for the price and great battery life, but they are very hard to get to stay in your ears and don't block any sound from coming in, so they aren't the best for ""getting in the zone"" so to speak. Also, they don't get very loud.",B01G8JO5F2
The Pros:<br />Well made material. Easy to set up. Sound was decent.<br /><br />The Cons:<br />Had to adjust the hooks on my ears a few time. Cuts in and out when I using Spotify. Not great on windy days. Not great for jogging. Figuring out if it’s on or off is a bit annoying.<br /><br />Unknown;<br />Didn’t have it long enough to determine the battery life.,B01G8JO5F2
"My first pair lasted me 3 years. I loved them. I bought the newest version, they ended up being trash. I just bought a 3rd pair and they broke within a week. Im buying another pair, but after this im gonna consider that first purchase a fluke",B01G8JO5F2
"Very convenient to use.  Wireless is the way to go,",B01G8JO5F2
I love my new headphones,B01G8JO5F2
These are not great. They do not fit well and have poor battery life. They do not stay situated in the eat well and slip out so much they are not worth the trouble of using,B01G8JO5F2
I bought these about 5 years ago because I read a review that said they were better than beats. I’ve never owned beats but these are way better than any other ear buds I’ve had in the past. The noise canceling is AWSOME and the sound is great. AWSOME customer service as well. Can’t go wrong with these.,B01G8JO5F2
They are awesome.,B01G8JO5F2
Connects easily. Simple to use,B01G8JO5F2
This is the third one that I have purchased and the other two worked great but just wore out from use.  However the one I just received never would take a charge no matter what I did.  The over the ear clips also are much looser than the other two.,B01G8JO5F2
"The earphones are exactly as described.  I have had problems with other similar products, quality wasn’t as nice and earplugs weren’t secure.  This is not the case with the Senso earphones.  They stay secure throughout my workout and I couldn’t be happier.",B01G8JO5F2
"I purchased this product back in August, 2017. They've were great for about a month and randomly started having problems maintaining connection with my phone while playing music. It wouldn't disconnect from bluetooth, but I would get consistent skipping and connection ""buffering"" while walking downtown Chicago as well as in the burbs. I ignored this  awesome new feature as I figured out how to stabilize the connection by placing my phone in a different pocket. No biggie, right? 3 more months go by in this manner. A week ago, the left earbud stopped working entirely.<br />I immediately remembered this product had a year long warranty and reached out to the company to see what they could do for me.....Still no response.",B01G8JO5F2
nice case and earbud variety.  sound is excellent!,B01G8JO5F2
Great for working out.,B01G8JO5F2
Excellent sound quality and durability.,B01G8JO5F2
"i ride my bike and work out with these wireless headphones. i sweat a lot. i tried my best to keep these clear of sweat and water, and i don't know if that was the cause of their demise, but it's the only thing i can think of. my first pair would still turn on, but would never pair with anything. my second pair just stopped turning on completely, even though it would charge.<br /><br />these things are cheap, and probably would be good for light use, like if you're just sitting around in bed or something. they're branded as ""sports earphones"" - but on my bike, the wind rips through these things and it's hard to hear. also, the connection was spotty even though my phone was in my pocket. at the gym, they were fine, although i didn't like the cable bouncing up and down - for the price i was ok with this.<br /><br />the sound quality is pretty good for what you pay for. probably the best thing about the headphones. while support is great and they sent me a replacement set, i think i'm done with these things. i need something more reliable and probably of higher build quality.<br /><br />i'm skeptical of these being ""sweatproof"" because the manual says quite a lot about keeping the device free of sweat and water. if they are - then why did they die after only a few months of use? whatever the reason, it's  probably not worth it if you're interested in wireless headphones for the gym.",B01G8JO5F2
"These lasted about 6 months for me before they stopped holding a charge. Sound quality was better than expected, never had any issues with them falling out of my ears during runs or anything. Would recommend on the whole. Currently trying to see how the 1-year warranty holds up, so I'll update if that turns into anything, but even without it I'd still say this is a good deal for earbuds to do a job.",B01G8JO5F2
"This is the second time I have purchased these (the first time I accidentally left them in my pants that I tossed in the wash, and I am once again highly impressed by the quality of the headphones and all the features you get with it. I have tried several new, even more expensive, headphones since accidentally ruining my first pair of SENSOs. Nothing compared to my SENSO pair that I had, so here I am again ... rebuying the same item I bought about a year ago. This is as good as it gets for $20, and I would say it destroys even more expensive competition. High quality in every way.",B01G8JO5F2
After reading reviews they are pretty much spot on. They bad boys just stop working after a couple months.,B01G8JO5F2
"I can honestly say, I was pretty sceptical about a pair of $20 bluetooth headphones. But I was very surprised!! The overall quality is amazing, they're comfortable, sound great & the battery life is fantastic. I also cant say enough about the customer service experience, they've replaced 2 pairs of headphones for me, even though the first pair was my fault entirely. I highly recommend these headphones!",B01G8JO5F2
They were great for the first few months but they’ve stopped working and only hard a charge for 30 min now,B01G8JO5F2
One of my headphones stopped working after about three weeks to month. It just went out during one of my runs. Wish I would of tried to return sooner because deadline passed smh,B01G8JO5F2
Great BT headphones,B01G8JO5F2
"These are replacements for an identical-looking set I purchased a number of years ago. The sound quality is excellent and the base is true. They are very comfortable to wear in the gym and I find that they are far better sound quality than any of the non wired earbuds.""",B01G8JO5F2
Great Headphones. No issues connecting. Sound is clear and clean. Came with a handy kit with spares and different sizes. My only issue; if I leave the device away from me while I'm a home it works perfectly. But when I'm out and it's in my pocket the sound gets choppy and I end up having to hold it in my hand to keep the sound clear.,B01G8JO5F2
"These headphones are great! Especially for the low price! I've had them for a couple years now, still on my first pair. I've gotten them wet and they still work. I wear them at the gym, at home, on walks, everywhere.<br /><br />These are the best headphones I've ever had. It's lasted longer than any headphones I've ever owned.<br /><br />Sound quality is great for the price. No complaints.",B01G8JO5F2
Have to careful of the charging port. The cord does not fit completely into the port and if you push hard it will come loose.,B01G8JO5F2
Great value for money,B01G8JO5F2
Awesome! So worth the price!,B01G8JO5F2
The sound is pretty good and you cant be the price,B01G8JO5F2
I wear it in my shower,B01G8JO5F2
"I don't use sports earphones a lot, only use for the run, but a few time changes the battery later and battery can't change anymore.",B01G8JO5F2
Fall off uncomfortable the part that goes in your ear doesn't move the only part that moves is the part that goes around your ear... how can anybody jog with these. Sound quality is good that's about it.,B01G8JO5F2
I bought two pairs of these because of the reviews and the price.  I was not disappointed.  They get loud and have very good bass.,B01G8JO5F2
"After using the products for about a week now I had to return them. The only reason I purchased these and not the upgraded one is because the amount of positive reviews customers gave it. Here are my pros and cons for this product.<br />Pros:<br />Good (not great) sound, they look and feel like a good quality product, they stay on your ear when running<br />Cons:<br />They're bulky, the ear-hook and ear pieces start hurting my ears after on an hour of use, they start losing connection after 10 feet not 30 feet (as specified), the cord continuously sways side-to-side when running",B01G8JO5F2
Works great,B01G8JO5F2
lost them,B01G8JO5F2
These headphones were very easy to use and sounded good. They last about six month and then suddenly died. The company honored the warranty with no issues and sent me a new pair.,B01G8JO5F2
For the price these were well worth it. Use for working from home and sound is not perfect but well worth the price.,B01G8JO5F2
Getting the correct fit of the earbuds and keeping them in place during workout is sometimes a challenge.,B01G8JO5F2
I have purchased these 3 times. The first set lasted for a year under extensive use. The next 2 just a few months each. I've moved on to another product.,B01G8JO5F2
"Good audio, having some difficulty in selecting the correct ear channel insert.",B01G8JO5F2
"Not only are these great sounding headphones and easy to set up, but the Senso customer service was outstanding. The head set was around 6 months old when the left channel volume dropped and I could not fix it. I contacted Senso through Amazon and they immediately send a replacement pair out. Great product support!",B01G8JO5F2
This is the only set of ear buds I can keep in my ears while running! The back part bends so you can create your own little structure around your ear. So nice. Love these.,B01G8JO5F2
"I use these at the gym to be cord free. I don't care for the ones that just hook in your ear, they always fall out. I prefer these types that actually attach. The hook on these is flexible and comfortable. They clearly say when your connected and disconnected. The red logo is your on/off/pause button. The sound quality was better than expected with a nice balance of crispness and bass.",B01G8JO5F2
Theses wireles ear buds charge up quickly and the sound is amazing. Used them on a plane trip on chrstmas day and they worked like a charm.,B01G8JO5F2
I had these before but they stopped charging. The new pair seems to work even better. Sounds wonderful and easy to pair with my iPad.,B01G8JO5F2
very short lifespan of the product<br />they promised to replace it....never got the new one! sent in three requests too~,B01G8JO5F2
the order came in super fast!  and the senso headphones are just as great!,B01G8JO5F2
they're very comfortable I don't use them much but it has been great so far,B01G8JO5F2
This is my second pair of Senso and they're working great. Love the upgrades.,B01G8JO5F2
"These headphones are CRAP!!! 😡 They only have one button for all functions. When you try to turn them off they pause, then you have to try to turn them off again. When you do this you get a message in your ear saying ""dialing last phone number called,"" and And you have to scramble to get your phone and cancel the phone call. Then you have to try to turn the headphones off again...and it STILL will not work. It takes on average three tries to turn the headphones off when you’re done with them and on average at least two tries or more to turn them on when you want to use them. Sometimes when the headphones say they’re connected to your phone they’re actually not and music will still play out of your phone.",B01G8JO5F2
Love it,B01G8JO5F2
"The sound is pretty good, connect to your phone fast",B01G8JO5F2
"I bought these after trying a few different pairs of regular headphones for work. I work in a large open automotive shop and the shop equipment generates constant noise. The wired headphones constantly get snagged and caught on tools or parts of a car. My goal was to find a pair that was relatively cheap and was Bluetooth compatible. these pair of senso headphones were ones i chose out of a few different pairs on amazon. After about 1 week of use I am pretty happy with my purchase. these headphones have no problem lasting through a 9 hour work day and i have plugged them in at the end of the day every night. the Bluetooth range is okay, what i expect any pair of wireless headphones to be, I cant leave the building without it cutting out but easily get a good 40 feet of length before cutting out. the sound quality is okay but not great, which should be expected for any pair of earbuds in the $20 price range. The treble of the sound is great, just the low frequencies seem like they are muffled a bit and you can never really great a good bass from the headphones but the sound overall is clear. the noise-cancelling is the reason why I bought these headphones and I believe that they work great after spending some time to properly adjust the earbuds to your own ears. the comfort of these headphones is okay after taking some time to fit them properly, although I feel that comfort is something that is different for everyone and you would really just have to try them for yourself, they come with 3 different sizes of soft ear tips to get them to fit just right. overall I believe that these earbuds are great for anyone looking to reduce noise in a loud work environment and cannot deal with the extra wires on their person.",B01G8JO5F2
I love the product. I'm glad I tried this one first than buying an expensive one.,B01G8JO5F2
"My brother. I have one, and liked it so much, I got one for him.",B01G8JO5F2
I re-ordered these because I loved the first ones. The newest ones have been updated to be bendable ear pieces and don’t hold to my ears very well because the shape doesn’t hold.,B01G8JO5F2
The best headphones I ever owned. During the work they stay on without any problem. Definitely recommended.,B01G8JO5F2
The Senso Bluetooth headphones was a very smart choice for me. The price was low but the features were excellent - adjustable ear pieces with the loop to prevent falling off and a solid 8 hours of playtime. The buttons are easy to use and the Bluetooth setup was a breeze.,B01G8JO5F2
"Had these for about a year and they were great at first. The ear buds are connected by a cable that gets pulled on as you move around. Overtime the left ear bud became less loud. Even though I was gentle with the headphones, the left one has now stopped working completely.",B01G8JO5F2
I returned another brand because they wouldn't charge.  These work well and are very comfortable and well-priced,B01G8JO5F2
"These are pretty good headphones but only if you are 3 feet away from your source or phone. Seriously you can’t set your phone down at a park and workout 10 feet away, it fully cuts out.  They do stay in your ears which is nice, and the battery life is acceptable I’m just super disappointed with the range.",B01G8JO5F2
I was sceptical but glad I bought them cause  i paid 50 dollars for a pair that last bout 3 hrs and these will and have been running 8+ hrs a day,B01G8JO5F2
Great head phones for a low price. Highly recommend for others to purchase that are looking to purchase Bluetooth headphones.,B01G8JO5F2
Don’t waste your time.,B01G8JO5F2
As advertised!,B01G8JO5F2
The headset stays in place while running. Easily connects to my Bluetooth devices.,B01G8JO5F2
"Great sound, battery has a decent life too.",B01G8JO5F2
"Probably doesn't get any better than this for price + quality. I sweat a lot, especially when I run and living in the south. These don't ""wick"" any moisture from my sweaty ears and I'm often pulling them out and wiping them when I can because they slide around when they get sweaty. I wear a hat now when I run so that helps. They cancel noise pretty well, except for the wind ""whooshing"" sound you can sometimes have on a windy day. The sound quality is superb. These aren't Bose or Apple headphones, but I was blown away by how deep and clean the sound was for how much they cost. You're also not paying Bose or Apple prices. Plus, if you're using these to workout/run, you don't need the crispest sound--at least I don't and I'm very picky about audio and headphones.<br />One other thing: My headphones actually stopped charging about a month after buying them. I tried manual restarts and different chargers--everything. So, I contact customer support and within hours they responded, and within days they had shipped me a new pair of headphones that, so far, are working fine. Just be sure to register your headphones on their website.",B01G8JO5F2
"What more could we ask for? decent quality, good sound, easy set up and connection. But 2 or three and share with your friends. Great listening",B01G8JO5F2
I’m really impressed with the value for these headphones. I’ve had 2 different Beats sports headphones and both broke for different reasons. I decided to go a less expensive route and these have kept up with me for over a year of daily workouts. Haven’t noticed a single issue yet. I would definitely recommend these.,B01G8JO5F2
I have only had these headphones for a month but so far I love them! Work perfectly as described and battery lasts a long time.,B01G8JO5F2
Needed something that fit to my ear. Not me trying to fit in it.,B01G8JO5F2
"I received a pair of these as a gift. For about a year, they worked great. I would use them at work to listen to music during the day. They've always had issues staying connected, but sort of expected for a $20 pair of headphones. The sound quality was actually surprisingly good! But now, I can barely get a few minutes out of them before they disconnect and become unresponsive. When they do work, they make a bunch of random beep sounds whenever the volume is low. Not sure if it's a battery issue or outdated technology, but these headphones are now worthless. Glad I didn't pay for them myself!",B01G8JO5F2
The Quality is awesome.,B01G8JO5F2
"Bought a set 6 months ago, lost them on vacation this summer.  Bought another brand at big box retail store for almost 50% higher price.  Noticed a big drop off in sound quality and fit.  I went back to Amazon and ordered another Senso set.  Very glad I did.  This headphone is a tremendous value",B01G8JO5F2
"Sound quality is really good, and they stay in the ears during activities. Volume output is impressive.  The power button is easy to use as a play / pause too. The volume controls are really small, takes some getting used to operate them.  I recommend these connected wireless earbuds, and I’ll likely buy a 2nd set just for backup.",B01G8JO5F2
"I bought these 2 years ago and still use them to this day, Quality sound for earbuds this cheap and quality bass but most importantly the noise canceling is fantastic and even superior compared to others twice as expensive.",B01G8JO5F2
"I just opened and started listening. First I can tell by the packaging that the creators take their product seriously. For then being $20 I expected them to be in a bag or something. Boxed well and came with other goodies I didn’t expect. The sound so far is good, bass is a little weak but they do well. I’ve never owned noise canceling headphones before so I don’t have anything to compare them too but I don’t think I’d hear someone talking next to me with them in.",B01G8JO5F2
this was a gift,B01G8JO5F2
Only right earbud has sound.,B01G8JO5F2
"I like the fit of these headphones a lot, I use them to workout and they stay in my ear unlike a lot of headphones. The noise quality is also good. I am giving it a bad review because they constantly disconnect and reconnect, I have tried to troubleshoot many times but the interruption of sound is pretty annoying.",B01G8JO5F2
Battery live around 6hr not bad,B01G8JO5F2
"These headphones are decently comfortable (could fit my ears better but are fine) and have decent sound especially for the price, but the bluetooth connection is highly annoying.<br /><br />For starters, I'm pairing these with an iPhone 6s running iOS version 12.1.2. Pairing these is relatively easy, which is a good thing. With bluetooth turned on for your phone or iPad, you turn the headphones on my pressing and holding the main button on the right ear bud. They announce ""power on"" through the speakers, then you'll see them as an available bluetooth device on your phone. Push connect and they start working. Battery life is decent (lasts several jogs or long walks before needing another charge) and the sound quality is decent except in windy conditions.<br /><br />So what's the downside, especially for $30? Well, that's the first time you connect and pair the headphones with your device. The second time, the headphones pair automatically with your phone as you power up. Unfortunately, on the second and subsequent pairings, the bluetooth connection drops about every 5 seconds. There will be a soft beep, then the headphones go silent for 2-3 seconds, then another beep and they re-connect and resume playing. That keeps happening over and over. I found that to avoid consistently dropped bluetooth connections I have to go into my phone, find these headphones from my list of bluetooth devices, have my phone ""forget this device"", then re-pair the phone and headphones as if it was a brand new set of headphones. If I delete and re-initialize the headphones before every time I use the headphones, they work great. If I just turn the headphones on and go, they really suck.<br /><br />So... Maybe they work better with Android devices or phones newer than an iPhone 6s, or maybe the next iteration of iOS will fix this bug. I'd likely have given these 4 stars if they didn't have to be re-initialized every time I used them, but I can only give them a single star so long as this defect continues. In the end they work well, especially for the price, but they are super annoying.",B01G8JO5F2
"Doesn't always handle loud bass well, but the high pitch can get really loud!  Very good for the cost.",B01G8JO5F2
"If you are buying this headset to swim, please be aware that customer service advises only to use in the rain or shower, not underwater. I had to return. They shut down within 5 minutes of first swim.",B01G8JO5F2
"One week. So far so good. If they remain good, rating will go up.",B01G8JO5F2
"Pros:<br />1. Won't fall out of your ear when you're active like Apple Airbuds.<br />2. Sound quality is good, but I'm not an expert audiophile. I use them mostly for audiobooks.<br />3. Easy to pair to iPhone (after paired first time).<br />4. Volume controls work well, as well as on/off.<br />5. Has a case for the buds, although it could have been slightly larger. As it is, it fits into pocket or purse easily.<br /><br />Cons:<br />1. Sometimes won't cling to the ear right away. The ear-hangers are malleable so you can get a grip.<br />2. Everything is black, so don't think of setting these up in a dark room.<br />3. Will work best line-of-sight. Mine would not work well in another room from source.",B01G8JO5F2
"This is my second pair. The first set finally stopped taking a charge after several years of daily use. My son also has a pair.  Very good, especially for the price.",B01G8JO5F2
Decent sound for daily commute. Mic is TOO soft for the receiver. I stop using it for phone calls.<br />Treat this more like a headphone without a mic.,B01G8JO5F2
"nice gadget, works great",B01G8JO5F2
Good sound for price,B01G8JO5F2
"Been using these on my runs for a couple of years now. I have odd-shaped ears that won’t hold in-ear buds, like Apple’s, so I really appreciate the over-the-ear hooks. Never had a problem with them connecting to or maintaining the connection to my phone. The button controls are conveniently located above the right ear. Battery life is good for about three runs before needing to recharge. My only complaint would be, when there is a headwind, there is so much wind noise that gets into my ears. I guess it’s just my weird ears, but the silicone tips don’t seat well enough to block out the wind.",B01G8JO5F2
"I was worried when I first got these because it seemed like my ears were too small for the over the ear pieces and the ear piece. Turns out the over the ear piece bends to makes it smaller and fit on my ears. It comes with smaller ear pieces, so I swapped those out and it fits in my ear like I want now.  I got these so I could watch tv at night and not worry about bothering my neighbor who goes to bed early. I’ve charged these twice since Christmas, but I would consider myself a light user maybe 30 min- hour at a time, so it last because I make sure it’s turned off.",B01G8JO5F2
"This is one of many ear set that I bought, this is the only one that fits , the others slips right out, one ear but fell out while I was bent over to flush the toilet, it went right down the drain",B01G8JO5F2
"The buds are a little hard to change out but that's probably a good thing. It means that they're not likely to fall off. Other than that, I love these.",B01G8JO5F2
"Just got them last week, but so far I like them. The fit comfortably and the sound quality is good.<br />I had a pair of Toshiba earphones and the ""control"" mechanism was on the wire in between the left and right earphone and when I ran it would bounce off my neck. Anyway the Senso earphone have the ""control"" mechanism inside the right earphone so it does not bounce off my neck when I run.<br /><br />So after one week, I'm very happy with them. And if they last over a year with almost daily use then I would buy them again.",B01G8JO5F2
"This purchase replaced an earlier model (purchased Jan2017).  Here are some notes:<br />- earpiece - the current model seems a bit more firm (less squishy) than before.  so far ear comfort after extended wear (>1h) has not been an issues, but i have not yet tested other eartip sized<br />- over the ear tether - the current model is a lot better, feels less flexible, which i think is good as it provides a better anchor around/over the ear during running and other vigorous activities.<br />- sound quality - works well.  i'd say better clarity than previous model i had<br />- connection - seems to have some minor issues with static if my phone is across my body.  Assuming the BT radio is in the right earpiece, I get static and degraded sound quality when the phone is on the left side of my body, whether on an armband, or a waistpack, or in my left hand pocket.<br />- battery - my old one seems to be running out of battery earlier.  not sure if it is the normal degradation of the battery or something else.  With the new one, haven't tested beyond 4h, but have had no issues thus far",B01G8JO5F2
"Fit and function is nice, sounds great., easy to pair and use daily.",B01G8JO5F2
The foam plugs work great but for soem reason already lost one of them. Not sure if I can get a replacement.,B01G8JO5F2
"I’m not a sound expert, but I think the music sounds fine & I have used them for a few phone calls which has worked well. I’d say battery life is around 4 hours constant use? The part that wraps around your ear doesn’t really change sizes to hug around your ear if you try to squeeze/resize it. It’s too big for my ear, but they stay in pretty well while I’m running. I often have a headband on anyway that I put around them & they are a little bulky for that. There was one day the wind was blowing & I didn’t have a headband on & since they’re a little bulky there was a LOT of wind noise. I was a little worried about the cord flopping around as I ran, but I haven’t noticed it.",B01G8JO5F2
"I bought it five months ago and the device was great, but this week the rainy season started, I went cycling and ended up wetting the device.  Now it doesn't work anymore.  It was good while it lasted.  For those who practice outdoor sports, I recommend a waterproof one.",B01G8JO5F2
"This is my second pair of these headphones. I use them daily on the construction site so they’re not necessarily getting an easy life. The first pair I couldn’t have wished for better. Obviously nothing is going to last forever. However, my second pair had issues only a few weeks after receiving them and only lasted 3 months before it became impossible to turn them on anymore. Will there be a 3rd pair? Not without trying something else first.",B01G8JO5F2
"This is the 4th set of these headphones that I’ve bought, and until this one, I’ve been happy. This set has an on/off button that works only part time. Sometimes it turns on the first time, but sometimes it takes 10 or 15 tries, which is very annoying, and shouldn’t happen.  I’ve initiated a refund, and will order again to see if this is a one-time quality control issue, or if this is the case with all their headphones.",B01G8JO5F2
"These headphones worked great for me for several months (mostly used for running - comfortable and good sound quality, they didn't fall out of my ears, and the part that bends over your ear worked fine with my glasses on). Then they stopped working suddenly. I contacted Senso Customer Support and after a factory reset didn't work, they had a new set of headphones on the way to me within hours of my original request for help. I look forward to getting my replacement headphones and getting back to wireless running!",B01G8JO5F2
Wish they could fit better for the e at. When running they slip a little and after awhile they start hurting my inside of the ears.,B01G8JO5F2
"I use these earphones while I run each morning, and love them. They shape to my ears and have a range of ear pieces. They come with a hard case which I love for storing them. Definitely the best earphones I've ever worn.",B01G8JO5F2
They work very well.,B01G8JO5F2
The box arrived opened. No seal whatsoever. The earbuds look old/worn. Poor sound quality. Doesn't even fit properly inside my ears and keep falling. Ignore the positive reviews.,B01G8JO5F2
These headphones are great! They make my life a lot easier. I don't feel like I'm tethered to my devices. The sound quality is really great for phone calls. I really like that the headphones don't fall off of my ears.,B01G8JO5F2
"Awesome earbuds! Sound, battery life, durability, comfort all check out! There could be a redesign on flap that covers the wicking.",B01G8JO5F2
I bought because they advertise an extended battery life. They do...,B01G8JO5F2
"I bought my first pair and they were ok. Paired with macbook pro and iphone just fine. Calls were terrible as described by others, the people on the other end of the phone couldn't hear me at all, so do not use these for calls. Then after a bit the left earbud started buzzing. It was a constant buzzing that was super annoying. I contacted the seller and they were nice and sent me a free replacement. After a few months the right earbud started being super quiet compared to the left. I tried factory resetting it and unpairing and repairing and also fully charging several times. No change. These are just horrible quality earbuds. If you want to get these cheap ones, there are much cheaper options around $10. But just get something nicer or name brand. THESE ARE HORRIBLE",B01G8JO5F2
Good quality,B01G8JO5F2
The ear holders to soft never stays on place,B01G8JO5F2
Excelent sound. Great quality,B01G8JO5F2
"With the new iPhone, you either go Bluetooth or use their flimsy dongle.  These fit well, good battery life, and good sound quality.  Highly recommend.",B01G8JO5F2
My husband asked for these. He said they work just okay.,B01G8JO5F2
Sound quality is great! And the battery last a long time.,B01G8JO5F2
Sound is great. Piece that goes around the ear needs to be smaller,B01G8JO5F2
"We ordered 2 pairs, one broke within first10 days (just stops working) - got replacement which also lasted for week and stopped working. Quality is questionable. These we great few years ago, clean sound, long life, that's why we ordered it again, but the quality changed drastically.",B01G8JO5F2
"these wireless earbuds are amazing for the price. they come with a carrying case multiple different eartips, and it also come with a magnetic phone mount for your car for some reason. the audio qaulity on these is also pretty good, but these are not audiophile quality. i highly reccomend these as they are basically a cheaper version of the Beats",B01G8JO5F2
For my job it works great,B01G8JO5F2
They really don't work very well. I had to replace my first pair after 2 weeks. The second pair stopped working after a month. Poor product.,B01G8JO5F2
"Perfect headphones for running, jogging, biking etc.  Also, works well at home when you want to listen to music or stream movies when the family wants quiet.  Never had a problem.  Charges fine and long battery life if you turn off the power when not in use.  But if you keep it on for the whole entire day without without much use, you can get a good 7 hours.  I once had it on for 5 hrs accidentally and towards the end (at night) streamed videos on Netflix and got a good extra 3 hrs.  Total of 8 hrs.",B01G8JO5F2
"This is my second pair of these. Had to buy a new pair after misplacing my first set. The noise cancellation is better in this newer set than my last. Sounds and battery life are still great.<br /><br />I'm not a leave a review person normally unless there is an issue. However, if you want great wireless head set I'm extremely happy with these. So much so, I even shared the product on my social media post. You can't go wrong for the price. I have had other way more expensive pairs and these are hands down the best reliable bang for your buck.",B01G8JO5F2
Received a gift from my friend and beside the price the quality is excellent. I have them for over a year and I used to buy at least 1 pair for different brand every six month if so! Highly recommend it I run with it and they stay still. Love them best gift ever.,B01G8JO5F2
My kiddos bought these for me to swim with.  It says they are waterproof.  Not true.  Very disappointed.  Couldn’t wait to get to the pool.  So let down.,B01G8JO5F2
Totally hard to use and stay on ear junk junk junk wouldn’t even donate them,B01G8JO5F2
I wear them when I am working around the farm they are great they block out the noise of The tractors,B01G8JO5F2
+Good battery life<br />+Perfect for small ears<br />+Stays in my ears during long runs<br />+Good sound really cancels out sound!<br />The only negative was that I would hear the wind blowing against my headphones on windy days. Other than that they are great.,B01G8JO5F2
to sleep with and cancel out the ringing in my ear,B01G8JO5F2
"I wanted to be able to listen to audiobooks in the shower, so I got an IPX7 headset. Works well for what I got it for.<br />EDIT: I have been informed that IPX7 does NOT cover extended submersion or continuous water discharged under pressure. I have no problems with voiding my warranty, so I'll keep using them, and see how they hold up.",B01G8JO5F2
Great & affordable headphone.  Excellent qualilty without having to deal with a cable.  Love handsfree!!  Had to order a 2nd one because lost my last one on a trip.,B01G8JO5F2
Terrible Bluetooth connection. Always cuts out. Have to have your phone unobstructed.,B01G8JO5F2
Excellent ear buds for the price! Great sound quality! Nice carrying case with belt clip! Sturdy! Looks good! Get one and enjoy!,B01G8JO5F2
Got these for my boyfriend for his birthday and he loves them! They really are noise cancelling too lol..... he can't hear me when I'm trying to get his attention 😂,B01G8JO5F2
Slick look nice sound nice included items,B01G8JO5F2
These did not last near as long as I thought. Did like at the beginning. Would rather have put money toward the APPLE I PODS. THey are amazing!!!!! just love those and feel they are worth every cent.,B01G8JO5F2
